track,preset_folder,preset_label,wav_size_bytes,wav_size_kb,wav_size_mb,encoded_size_bytes,encoded_size_kb,encoded_size_mb,size_ratio_encoded_to_wav,percent_reduction_from_wav,,,,,,,,
SOAD/Toxicity/10 System Of A Down - Science.wav,mp3_192,192 CBR,28765004,28090.82422,27.43244553,3915275,3823.510742,3.733897209,0.136112444,86.38875559,,,,,,,,
SOAD/Toxicity/10 System Of A Down - Science.wav,mp3_320,320 CBR,28765004,28090.82422,27.43244553,6525430,6372.490234,6.223134995,0.226853089,77.31469114,,,,,,,,
SOAD/Toxicity/10 System Of A Down - Science.wav,mp3_v0,V0,28765004,28090.82422,27.43244553,5404943,5278.264648,5.154555321,0.187899956,81.21000435,,,,,,,,
SOAD/Toxicity/10 System Of A Down - Science.wav,mp3_v2,V2,28765004,28090.82422,27.43244553,3965527,3872.584961,3.781821251,0.137859428,86.21405719,,,,,,,,
SOAD/Toxicity/10 System Of A Down - Science.wav,mp3_v5,V5,28765004,28090.82422,27.43244553,2662481,2600.079102,2.539139748,0.09255973,90.74402701,,,,,,,,
SOAD/Toxicity/11 System Of A Down - Shimmy.wav,mp3_128,128 CBR,19592204,19133.01172,18.68458176,1778041,1736.368164,1.695672035,0.090752475,90.92475252,,,,,,,,
SOAD/Toxicity/11 System Of A Down - Shimmy.wav,mp3_192,192 CBR,19592204,19133.01172,18.68458176,2667040,2604.53125,2.543487549,0.136127615,86.38723852,,,,,,,,
SOAD/Toxicity/11 System Of A Down - Shimmy.wav,mp3_320,320 CBR,19592204,19133.01172,18.68458176,4445039,4340.858398,4.23911953,0.226877946,77.31220541,,,,,,,,
SOAD/Toxicity/11 System Of A Down - Shimmy.wav,mp3_v0,V0,19592204,19133.01172,18.68458176,3798398,3709.373047,3.622434616,0.19387293,80.61270697,,,,,,,,
SOAD/Toxicity/11 System Of A Down - Shimmy.wav,mp3_v2,V2,19592204,19133.01172,18.68458176,2720511,2656.749023,2.594481468,0.138856813,86.11431874,,,,,,,,
SOAD/Toxicity/11 System Of A Down - Shimmy.wav,mp3_v5,V5,19592204,19133.01172,18.68458176,1801989,1759.754883,1.718510628,0.091974798,90.80252023,,,,,,,,
SOAD/Toxicity/12 System Of A Down - Toxicity.wav,mp3_128,128 CBR,38619884,37714.73047,36.83079147,3504212,3422.082031,3.341876984,0.090735954,90.92640465,,,,,,,,
SOAD/Toxicity/12 System Of A Down - Toxicity.wav,mp3_192,192 CBR,38619884,37714.73047,36.83079147,5256297,5133.102539,5.012795448,0.136103387,86.38966135,,,,,,,,
SOAD/Toxicity/12 System Of A Down - Toxicity.wav,mp3_320,320 CBR,38619884,37714.73047,36.83079147,8760467,8555.143555,8.354632378,0.226838253,77.31617475,,,,,,,,
SOAD/Toxicity/12 System Of A Down - Toxicity.wav,mp3_v0,V0,38619884,37714.73047,36.83079147,7329574,7157.787109,6.990026474,0.189787572,81.02124284,,,,,,,,
SOAD/Toxicity/12 System Of A Down - Toxicity.wav,mp3_v2,V2,38619884,37714.73047,36.83079147,5337343,5212.249023,5.090086937,0.138201943,86.17980572,,,,,,,,
SOAD/Toxicity/12 System Of A Down - Toxicity.wav,mp3_v5,V5,38619884,37714.73047,36.83079147,3636580,3551.347656,3.468112946,0.094163411,90.58365893,,,,,,,,
SOAD/Toxicity/13 System Of A Down - Psycho.wav,mp3_128,128 CBR,39847628,38913.69922,38.00165939,3615390,3530.654297,3.447904587,0.090730369,90.92696308,,,,,,,,
SOAD/Toxicity/13 System Of A Down - Psycho.wav,mp3_192,192 CBR,39847628,38913.69922,38.00165939,5423063,5295.959961,5.171835899,0.136095002,86.39049983,,,,,,,,
SOAD/Toxicity/13 System Of A Down - Psycho.wav,mp3_320,320 CBR,39847628,38913.69922,38.00165939,9038410,8826.572266,8.619699478,0.226824292,77.31757082,,,,,,,,
SOAD/Toxicity/13 System Of A Down - Psycho.wav,mp3_v0,V0,39847628,38913.69922,38.00165939,7565671,7388.350586,7.215186119,0.189865028,81.01349721,,,,,,,,
SOAD/Toxicity/13 System Of A Down - Psycho.wav,mp3_v2,V2,39847628,38913.69922,38.00165939,5421505,5294.438477,5.170350075,0.136055903,86.39440972,,,,,,,,
SOAD/Toxicity/13 System Of A Down - Psycho.wav,mp3_v5,V5,39847628,38913.69922,38.00165939,3607433,3522.883789,3.4403162,0.090530684,90.94693165,,,,,,,,
SOAD/Toxicity/14 System Of A Down - Aerials.wav,mp3_128,128 CBR,65451500,63917.48047,62.41941452,5937571,5798.40918,5.662508965,0.090717111,90.92828889,,,,,,,,
SOAD/Toxicity/14 System Of A Down - Aerials.wav,mp3_192,192 CBR,65451500,63917.48047,62.41941452,8906335,8697.592773,8.493742943,0.136075338,86.39246618,,,,,,,,
SOAD/Toxicity/14 System Of A Down - Aerials.wav,mp3_320,320 CBR,65451500,63917.48047,62.41941452,14843863,14495.95996,14.1562109,0.226791792,77.32082076,,,,,,,,
SOAD/Toxicity/14 System Of A Down - Aerials.wav,mp3_v0,V0,65451500,63917.48047,62.41941452,12444678,12153.00586,11.86816978,0.190135872,80.98641284,,,,,,,,
SOAD/Toxicity/14 System Of A Down - Aerials.wav,mp3_v2,V2,65451500,63917.48047,62.41941452,9059767,8847.428711,8.640067101,0.138419547,86.15804527,,,,,,,,
SOAD/Toxicity/14 System Of A Down - Aerials.wav,mp3_v5,V5,65451500,63917.48047,62.41941452,6040966,5899.380859,5.76111412,0.09229683,90.77031695,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/01 Slipknot - Prelude 3.0.wav,mp3_128,128 CBR,41858588,40877.52734,39.9194603,3797620,3708.613281,3.621692657,0.090724991,90.92750095,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/01 Slipknot - Prelude 3.0.wav,mp3_192,192 CBR,41858588,40877.52734,39.9194603,5696408,5562.898438,5.432518005,0.13608696,86.39130398,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/01 Slipknot - Prelude 3.0.wav,mp3_320,320 CBR,41858588,40877.52734,39.9194603,9493986,9271.470703,9.054170609,0.226810947,77.31890526,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/01 Slipknot - Prelude 3.0.wav,mp3_v0,V0,41858588,40877.52734,39.9194603,8601890,8400.283203,8.203401566,0.205498809,79.45011905,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/01 Slipknot - Prelude 3.0.wav,mp3_v2,V2,41858588,40877.52734,39.9194603,5793967,5658.170898,5.525557518,0.138417641,86.15823592,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/01 Slipknot - Prelude 3.0.wav,mp3_v5,V5,41858588,40877.52734,39.9194603,3950740,3858.144531,3.767719269,0.094383021,90.56169788,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/02 Slipknot - The Blister Exists.wav,mp3_128,128 CBR,56346908,55026.27734,53.73659897,5112101,4992.286133,4.875279427,0.090725493,90.92745071,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/02 Slipknot - The Blister Exists.wav,mp3_192,192 CBR,56346908,55026.27734,53.73659897,7668131,7488.40918,7.31289959,0.136087875,86.39121245,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/02 Slipknot - The Blister Exists.wav,mp3_320,320 CBR,56346908,55026.27734,53.73659897,12780190,12480.6543,12.18813896,0.226812623,77.3187377,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/02 Slipknot - The Blister Exists.wav,mp3_v0,V0,56346908,55026.27734,53.73659897,11632556,11359.91797,11.09366989,0.20644533,79.35546703,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/02 Slipknot - The Blister Exists.wav,mp3_v2,V2,56346908,55026.27734,53.73659897,8330329,8135.086914,7.944420815,0.147840038,85.21599624,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/02 Slipknot - The Blister Exists.wav,mp3_v5,V5,56346908,55026.27734,53.73659897,5809249,5673.094727,5.540131569,0.10309792,89.69020802,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/03 Slipknot - Three Nil.wav,mp3_128,128 CBR,50859692,49667.66797,48.503582,4614312,4506.164063,4.400550842,0.090726306,90.92736936,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/03 Slipknot - Three Nil.wav,mp3_192,192 CBR,50859692,49667.66797,48.503582,6921447,6759.225586,6.600806236,0.136089047,86.39109533,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/03 Slipknot - Three Nil.wav,mp3_320,320 CBR,50859692,49667.66797,48.503582,11535716,11265.34766,11.00131607,0.226814508,77.31854924,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/03 Slipknot - Three Nil.wav,mp3_v0,V0,50859692,49667.66797,48.503582,10456473,10211.39941,9.97206974,0.205594501,79.4405499,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/03 Slipknot - Three Nil.wav,mp3_v2,V2,50859692,49667.66797,48.503582,7255503,7085.452148,6.919386864,0.142657234,85.73427657,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/03 Slipknot - Three Nil.wav,mp3_v5,V5,50859692,49667.66797,48.503582,4781818,4669.744141,4.560297012,0.094019799,90.59802014,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/04 Slipknot - Duality.wav,mp3_128,128 CBR,44561036,43516.63672,42.49671555,4042962,3948.205078,3.855669022,0.090728636,90.92713643,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/04 Slipknot - Duality.wav,mp3_192,192 CBR,44561036,43516.63672,42.49671555,6064421,5922.286133,5.783482552,0.13609246,86.39075402,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/04 Slipknot - Duality.wav,mp3_320,320 CBR,44561036,43516.63672,42.49671555,10107341,9870.450195,9.639111519,0.226820153,77.31798471,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/04 Slipknot - Duality.wav,mp3_v0,V0,44561036,43516.63672,42.49671555,9077008,8864.265625,8.656509399,0.203698316,79.63016838,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/04 Slipknot - Duality.wav,mp3_v2,V2,44561036,43516.63672,42.49671555,6349148,6200.339844,6.055019379,0.142482055,85.75179446,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/04 Slipknot - Duality.wav,mp3_v5,V5,44561036,43516.63672,42.49671555,4283261,4182.87207,4.084836006,0.096121217,90.38787832,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/05 Slipknot - Opium of the People.wav,mp3_128,128 CBR,33972332,33176.10547,32.3985405,3082492,3010.246094,2.939693451,0.090735367,90.92646333,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/05 Slipknot - Opium of the People.wav,mp3_192,192 CBR,33972332,33176.10547,32.3985405,4623716,4515.347656,4.409519196,0.136102402,86.38975976,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/05 Slipknot - Opium of the People.wav,mp3_320,320 CBR,33972332,33176.10547,32.3985405,7706165,7525.551758,7.349171638,0.226836503,77.31634967,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/05 Slipknot - Opium of the People.wav,mp3_v0,V0,33972332,33176.10547,32.3985405,6873500,6712.402344,6.555080414,0.202326411,79.76735892,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/05 Slipknot - Opium of the People.wav,mp3_v2,V2,33972332,33176.10547,32.3985405,4806521,4693.868164,4.583855629,0.141483399,85.85166011,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/05 Slipknot - Opium of the People.wav,mp3_v5,V5,33972332,33176.10547,32.3985405,3278760,3201.914063,3.126869202,0.096512656,90.34873438,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/06 Slipknot - Circle.wav,mp3_128,128 CBR,46390892,45303.60547,44.24180222,4208892,4110.246094,4.013912201,0.090726688,90.92733117,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/06 Slipknot - Circle.wav,mp3_192,192 CBR,46390892,45303.60547,44.24180222,6313316,6165.347656,6.020847321,0.136089558,86.39104417,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/06 Slipknot - Circle.wav,mp3_320,320 CBR,46390892,45303.60547,44.24180222,10522165,10275.55176,10.03471851,0.22681532,77.31846803,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/06 Slipknot - Circle.wav,mp3_v0,V0,46390892,45303.60547,44.24180222,9773467,9544.401367,9.32070446,0.210676419,78.9323581,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/06 Slipknot - Circle.wav,mp3_v2,V2,46390892,45303.60547,44.24180222,6911550,6749.560547,6.591367722,0.148985064,85.10149363,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/06 Slipknot - Circle.wav,mp3_v5,V5,46390892,45303.60547,44.24180222,4837365,4723.989258,4.61327076,0.104274024,89.57259757,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/07 Slipknot - Welcome.wav,mp3_128,128 CBR,34470956,33663.04297,32.8740654,3127631,3054.327148,2.982741356,0.090732355,90.92676455,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/07 Slipknot - Welcome.wav,mp3_192,192 CBR,34470956,33663.04297,32.8740654,4691425,4581.469727,4.47409153,0.136097908,86.3902092,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/07 Slipknot - Welcome.wav,mp3_320,320 CBR,34470956,33663.04297,32.8740654,7819014,7635.755859,7.456792831,0.226829044,77.31709559,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/07 Slipknot - Welcome.wav,mp3_v0,V0,34470956,33663.04297,32.8740654,7022356,6857.769531,6.697040558,0.203718052,79.62819482,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/07 Slipknot - Welcome.wav,mp3_v2,V2,34470956,33663.04297,32.8740654,5036582,4918.537109,4.803258896,0.146110888,85.38891117,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/07 Slipknot - Welcome.wav,mp3_v5,V5,34470956,33663.04297,32.8740654,3341356,3263.042969,3.186565399,0.096932502,90.30674983,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/08 Slipknot - Vermilion.wav,mp3_128,128 CBR,55860044,54550.82422,53.27228928,5067798,4949.021484,4.833028793,0.090723129,90.92768706,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/08 Slipknot - Vermilion.wav,mp3_192,192 CBR,55860044,54550.82422,53.27228928,7601675,7423.510742,7.249522209,0.1360843,86.39156997,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/08 Slipknot - Vermilion.wav,mp3_320,320 CBR,55860044,54550.82422,53.27228928,12669430,12372.49023,12.08250999,0.22680666,77.31933401,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/08 Slipknot - Vermilion.wav,mp3_v0,V0,55860044,54550.82422,53.27228928,11883117,11604.60645,11.33262348,0.212730176,78.72698238,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/08 Slipknot - Vermilion.wav,mp3_v2,V2,55860044,54550.82422,53.27228928,7891670,7706.708984,7.526082993,0.141275757,85.8724243,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/08 Slipknot - Vermilion.wav,mp3_v5,V5,55860044,54550.82422,53.27228928,5405368,5278.679688,5.154960632,0.096766268,90.32337318,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/09 Slipknot - Pulse of the Maggots.wav,mp3_128,128 CBR,45817004,44743.16797,43.69449997,4156647,4059.225586,3.964087486,0.090722802,90.92771976,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/09 Slipknot - Pulse of the Maggots.wav,mp3_192,192 CBR,45817004,44743.16797,43.69449997,6234949,6088.817383,5.946110725,0.136083734,86.39162657,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/09 Slipknot - Pulse of the Maggots.wav,mp3_320,320 CBR,45817004,44743.16797,43.69449997,10391553,10148.00098,9.910157204,0.226805598,77.31944018,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/09 Slipknot - Pulse of the Maggots.wav,mp3_v0,V0,45817004,44743.16797,43.69449997,9035195,8823.432617,8.616633415,0.197201786,80.27982144,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/09 Slipknot - Pulse of the Maggots.wav,mp3_v2,V2,45817004,44743.16797,43.69449997,6413723,6263.401367,6.116602898,0.139985648,86.00143519,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/09 Slipknot - Pulse of the Maggots.wav,mp3_v5,V5,45817004,44743.16797,43.69449997,4298509,4197.762695,4.099377632,0.093819076,90.61809236,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/10 Slipknot - Before I Forget.wav,mp3_128,128 CBR,49145084,47993.24609,46.86840439,4458831,4354.327148,4.252272606,0.090727915,90.92720851,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/10 Slipknot - Before I Forget.wav,mp3_192,192 CBR,49145084,47993.24609,46.86840439,6688225,6531.469727,6.378388405,0.136091435,86.39085651,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/10 Slipknot - Before I Forget.wav,mp3_320,320 CBR,49145084,47993.24609,46.86840439,11147014,10885.75586,10.63062096,0.226818495,77.31815048,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/10 Slipknot - Before I Forget.wav,mp3_v0,V0,49145084,47993.24609,46.86840439,9908751,9676.514648,9.449721336,0.201622425,79.83775753,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/10 Slipknot - Before I Forget.wav,mp3_v2,V2,49145084,47993.24609,46.86840439,6855451,6694.776367,6.537867546,0.139494135,86.05058646,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/10 Slipknot - Before I Forget.wav,mp3_v5,V5,49145084,47993.24609,46.86840439,4612737,4504.625977,4.399048805,0.093859581,90.61404188,,,,,,,,
"Slipknot/Volume 3-The Subliminal Verses/11 Slipknot - Vermilion, Pt. 2.wav",mp3_128,128 CBR,39570092,38642.66797,37.73698044,3590312,3506.164063,3.423988342,0.090732971,90.92670293,,,,,,,,
"Slipknot/Volume 3-The Subliminal Verses/11 Slipknot - Vermilion, Pt. 2.wav",mp3_192,192 CBR,39570092,38642.66797,37.73698044,5385447,5259.225586,5.135962486,0.136098925,86.39010746,,,,,,,,
"Slipknot/Volume 3-The Subliminal Verses/11 Slipknot - Vermilion, Pt. 2.wav",mp3_320,320 CBR,39570092,38642.66797,37.73698044,8975716,8765.347656,8.559909821,0.226830809,77.31691905,,,,,,,,
"Slipknot/Volume 3-The Subliminal Verses/11 Slipknot - Vermilion, Pt. 2.wav",mp3_v0,V0,39570092,38642.66797,37.73698044,8019586,7831.626953,7.648073196,0.202667863,79.73321366,,,,,,,,
"Slipknot/Volume 3-The Subliminal Verses/11 Slipknot - Vermilion, Pt. 2.wav",mp3_v2,V2,39570092,38642.66797,37.73698044,6186243,6041.25293,5.899661064,0.156336331,84.3663669,,,,,,,,
"Slipknot/Volume 3-The Subliminal Verses/11 Slipknot - Vermilion, Pt. 2.wav",mp3_v5,V5,39570092,38642.66797,37.73698044,4220180,4121.269531,4.024677277,0.10665075,89.33492497,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/12 Slipknot - The Nameless.wav,mp3_128,128 CBR,47282300,46174.12109,45.09191513,4289558,4189.021484,4.090841293,0.090722279,90.92777213,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/12 Slipknot - The Nameless.wav,mp3_192,192 CBR,47282300,46174.12109,45.09191513,6434315,6283.510742,6.136240959,0.136082953,86.39170472,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/12 Slipknot - The Nameless.wav,mp3_320,320 CBR,47282300,46174.12109,45.09191513,10723830,10472.49023,10.22704124,0.226804322,77.31956779,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/12 Slipknot - The Nameless.wav,mp3_v0,V0,47282300,46174.12109,45.09191513,9738011,9509.776367,9.286890984,0.205954681,79.40453193,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/12 Slipknot - The Nameless.wav,mp3_v2,V2,47282300,46174.12109,45.09191513,6978658,6815.095703,6.655366898,0.14759557,85.24044304,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/12 Slipknot - The Nameless.wav,mp3_v5,V5,47282300,46174.12109,45.09191513,4596708,4488.972656,4.38376236,0.097218367,90.27816329,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/13 Slipknot - The Virus of Life.wav,mp3_128,128 CBR,57405308,56059.87109,54.74596786,5207814,5085.755859,4.966558456,0.090720078,90.92799223,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/13 Slipknot - The Virus of Life.wav,mp3_192,192 CBR,57405308,56059.87109,54.74596786,7811700,7628.613281,7.449817657,0.136079751,86.39202493,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/13 Slipknot - The Virus of Life.wav,mp3_320,320 CBR,57405308,56059.87109,54.74596786,13019471,12714.32715,12.41633511,0.226799079,77.32009207,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/13 Slipknot - The Virus of Life.wav,mp3_v0,V0,57405308,56059.87109,54.74596786,11445480,11177.22656,10.91526031,0.199380169,80.06198312,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/13 Slipknot - The Virus of Life.wav,mp3_v2,V2,57405308,56059.87109,54.74596786,8143602,7952.736328,7.76634407,0.141861481,85.81385192,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/13 Slipknot - The Virus of Life.wav,mp3_v5,V5,57405308,56059.87109,54.74596786,5572138,5441.541016,5.314004898,0.097066599,90.29334012,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/14 Slipknot - Danger – Keep Away.wav,mp3_128,128 CBR,34205180,33403.49609,32.62060165,3103390,3030.654297,2.959623337,0.090728656,90.92713443,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/14 Slipknot - Danger – Keep Away.wav,mp3_192,192 CBR,34205180,33403.49609,32.62060165,4655063,4545.959961,4.439414024,0.13609234,86.39076596,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/14 Slipknot - Danger – Keep Away.wav,mp3_320,320 CBR,34205180,33403.49609,32.62060165,7758410,7576.572266,7.398996353,0.226819739,77.3180261,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/14 Slipknot - Danger – Keep Away.wav,mp3_v0,V0,34205180,33403.49609,32.62060165,5556993,5426.750977,5.299561501,0.162460569,83.75394312,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/14 Slipknot - Danger – Keep Away.wav,mp3_v2,V2,34205180,33403.49609,32.62060165,3968670,3875.654297,3.784818649,0.116025409,88.3974591,,,,,,,,
Slipknot/Volume 3-The Subliminal Verses/14 Slipknot - Danger – Keep Away.wav,mp3_v5,V5,34205180,33403.49609,32.62060165,2607821,2546.700195,2.487011909,0.076240528,92.37594715,,,,,,,,